iter	Logloss
172	0.3843979289
173	0.3839451268
174	0.3837458184
175	0.3833700264
176	0.3832544966
177	0.3829277223
178	0.3828317683
179	0.3826778423
180	0.3822076449
181	0.3818334465
182	0.3816006671
183	0.3811627858
184	0.3808054358
185	0.3805718888
186	0.3802013609
187	0.3798481949
188	0.3795500612
189	0.3794016907
190	0.3791332384
191	0.3787295038
192	0.3783744991
193	0.3782732788
194	0.3780511546
195	0.3776628587
196	0.3771976383
197	0.3769404133
198	0.3765807324
199	0.3762297673
200	0.3759647158
201	0.3756354521
202	0.3752684674
203	0.3751549801
204	0.3749301401
205	0.3747760659
206	0.3744826754
207	0.3741072941
208	0.373878624
209	0.3734727772
210	0.3730868283
211	0.3727245712
212	0.3724730635
213	0.3722143664
214	0.3719865542
215	0.3719492299
216	0.3716765868
217	0.3713595811
218	0.3711984529
219	0.3709480695
220	0.370694267
221	0.3703435277
222	0.370196057
223	0.3699948229
224	0.3696976666
225	0.3695087216
226	0.3693291938
227	0.3692410004
228	0.3689562188
229	0.368680746
230	0.3684228886
231	0.3682811071
232	0.3680499883
233	0.3678979182
234	0.3677275301
235	0.3676307104
236	0.367407773
237	0.3672054441
238	0.3669387562
239	0.3666314688
240	0.3665683125
241	0.3663226333
242	0.3661415691
243	0.365869636
244	0.365594195
245	0.3655100356
246	0.3653518083
247	0.3651907005
248	0.3648423539
249	0.3645772736
250	0.3643805902
251	0.3643006332
252	0.3641043722
253	0.3638382142
254	0.3637295527
255	0.3635041167
256	0.3632525109
257	0.3631935497
258	0.3631145696
259	0.3629594751
260	0.3626916453
261	0.3625491512
262	0.3623221498
263	0.362117213
264	0.3618936261
265	0.361681119
266	0.3615532671
267	0.3615077354
268	0.3612208228
269	0.3609968176
270	0.3608024987
271	0.3606323456
272	0.3603464624
273	0.3600676216
274	0.3598178013
275	0.3596384116
276	0.3593794127
277	0.359246358
278	0.3591495344
279	0.3590820682
280	0.3588110292
281	0.3586054515
282	0.3584504973
283	0.3582606476
284	0.3582538727
285	0.3582403586
286	0.3581302593
287	0.3578423974
288	0.3576725242
289	0.3574232771
290	0.3573531667
291	0.3571510142
292	0.356910279
293	0.3567492153
294	0.3565597721
295	0.3563706435
296	0.3563213166
297	0.3561205801
298	0.3559906262
299	0.355879368
300	0.3557523124
301	0.3556137804
302	0.3554870135
303	0.3552754715
304	0.3551090957
305	0.3549671637
306	0.3547990468
307	0.3546601791
308	0.3545268452
309	0.35425038
310	0.3541013667
311	0.3540479438
312	0.3539414112
313	0.3539203734
314	0.353893495
315	0.3537337547
316	0.3535959514
317	0.3535308344
318	0.3533298723
319	0.3533143535
320	0.3531940841
321	0.3531568708
322	0.3530480391
323	0.3528795087
324	0.3528162079
325	0.3527240631
326	0.3526294616
327	0.3524840736
328	0.3523849703
329	0.3521987587
330	0.3520030473
331	0.3519642824
332	0.3518065643
333	0.3516450368
334	0.3516064897
335	0.3515051571
336	0.3514441734
337	0.3512192082
338	0.351109582
339	0.3510268658
340	0.3509563971
341	0.3508293216
342	0.3507756773
343	0.3505475994
344	0.3504442285
345	0.3502456484
346	0.3500481527
347	0.3499464665
348	0.349929148
349	0.349739117
350	0.3497300728
351	0.3494862564
352	0.3494424111
353	0.3492969428
354	0.3491436555
355	0.3491304117
356	0.349008396
357	0.3488786757
358	0.3486504542
359	0.3485430175
360	0.3484306653
361	0.3482854615
362	0.3480720716
363	0.3478994268
364	0.3477790431
365	0.3477231475
366	0.3477088974
367	0.3476183126
368	0.3475884054
369	0.347530019
370	0.3474426317
371	0.3472755281
372	0.3471145081
373	0.3469764361
374	0.3468032239
375	0.3466485851
376	0.3464028239
377	0.34629558
378	0.346222799
379	0.3462140499
380	0.3461309399
381	0.3459838262
382	0.3458406085
383	0.3456439303
384	0.3454906797
385	0.3453021321
386	0.3451747485
387	0.3450984163
388	0.3450631351
389	0.3450054233
390	0.3448672687
391	0.3448594043
392	0.3447235549
393	0.3445808784
394	0.3445038575
395	0.3442573897
396	0.3441506253
397	0.3441245538
398	0.3438869222
399	0.343796051
400	0.3436959594
401	0.3436070397
402	0.3434196433
403	0.3433014736
404	0.3431890767
405	0.3431564054
406	0.3431036552
407	0.3430280324
408	0.342820453
409	0.3427463422
410	0.3425990412
411	0.342588605
412	0.3425523788
413	0.3424509085
414	0.3423424364
415	0.3422448753
416	0.3422151291
417	0.3422041706
418	0.3420160691
419	0.3419214759
420	0.3418485109
421	0.3418121995
422	0.3417217875
423	0.3415971967
424	0.3414681912
425	0.3414478382
426	0.3413279891
427	0.3412656445
428	0.3411702211
429	0.3410910396
430	0.3408951
431	0.3407105095
432	0.3406499124
433	0.3405634923
434	0.3405560333
435	0.3404195647
436	0.3403435322
437	0.3402673891
438	0.3401645666
439	0.3401507913
440	0.3401121009
441	0.3400204719
442	0.3399478479
443	0.3398917528
444	0.3398198916
445	0.3396311373
446	0.3395669112
447	0.3395184751
448	0.3394630413
449	0.3393918274
450	0.3392818764
451	0.3391564902
452	0.3391258566
453	0.3389920992
454	0.3388920739
455	0.3386587704
456	0.3385607532
457	0.3385168353
458	0.3384085477
459	0.3383609099
460	0.3382896761
461	0.338168165
462	0.3380114306
463	0.3379443115
464	0.3379186286
465	0.3377566454
466	0.3376968848
467	0.3376804087
468	0.337503673
469	0.337412542
470	0.3373429956
471	0.3372753805
472	0.3372002381
473	0.3371604819
474	0.3371070276
475	0.3368878039
476	0.336787275
477	0.3366681507
478	0.3364461809
479	0.3363459963
480	0.3362379851
481	0.3361806355
482	0.3360878543
483	0.3359994994
484	0.3359090168
485	0.3357783736
486	0.3356236629
487	0.3355686271
488	0.3354917582
489	0.335403015
490	0.3351973463
491	0.335112889
492	0.3348796828
493	0.334753406
494	0.3346906795
495	0.3345621333
496	0.3345570937
497	0.334538086
498	0.3345275502
499	0.33448056
500	0.3344176419
501	0.3343342672
502	0.3342971154
503	0.3341963083
504	0.3341409868
505	0.3340018231
506	0.3339957599
507	0.3339164221
508	0.3336748787
509	0.3335340099
510	0.3334755475
511	0.3333975659
512	0.3333297324
513	0.3332532924
514	0.3331863922
515	0.3330676637
516	0.3329327381
517	0.3328797242
518	0.3326844352
519	0.3325301009
520	0.3324298545
521	0.3323659043
522	0.332360708
523	0.332248198
524	0.3321866659
525	0.3320646496
526	0.3319643664
527	0.3318540558
528	0.3318381207
529	0.3317156093
530	0.3316430241
531	0.3316376782
532	0.3315061544
533	0.3314197164
534	0.3313289846
535	0.331314587
536	0.3311909811
537	0.3310468656
538	0.3309859083
539	0.3309216493
540	0.3307976241
541	0.3306393236
542	0.3305139725
543	0.3304575962
544	0.3303924449
545	0.3303659721
546	0.3301897998
547	0.3300895394
548	0.3300113867
549	0.3300064568
550	0.3299575193
551	0.329913512
552	0.3298117643
553	0.3296898859
554	0.3296858543
555	0.3296761896
556	0.3296011805
557	0.3295961528
558	0.3295198675
559	0.3293886174
560	0.3293437548
561	0.3292422783
562	0.3291106231
563	0.3290278983
564	0.3289805354
565	0.3288385561
566	0.3287497702
567	0.328705264
568	0.3286475457
569	0.3286033712
570	0.3285652546
571	0.3284707827
572	0.3283663065
573	0.3283172074
574	0.328281765
575	0.3282567647
576	0.3281946233
577	0.3281358499
578	0.3280721871
579	0.3280340591
580	0.3279897723
581	0.3278298201
582	0.3277454007
583	0.3277087151
584	0.3276132856
585	0.3275870568
586	0.3275614069
587	0.3275126018
588	0.3273682619
589	0.3272414737
590	0.3271781382
591	0.3270511804
592	0.3270478891
593	0.3269653887
594	0.3268791044
595	0.3268496592
596	0.326761431
597	0.3266919628
598	0.3265369785
599	0.3264570613
600	0.3264176042
601	0.3263628382
602	0.3262680144
603	0.3261729829
604	0.3261421163
605	0.3261312591
606	0.3260975746
607	0.3259220454
608	0.3257861056
609	0.325732337
610	0.3256065345
611	0.3254941631
612	0.3254105453
613	0.3253975041
614	0.3252579913
615	0.325144508
616	0.3250600902
617	0.325006643
618	0.3249361691
619	0.3248959208
620	0.3247719999
621	0.3246593169
622	0.3245736125
623	0.3244950073
624	0.3244946391
625	0.3243995176
626	0.3243597596
627	0.3242767845
628	0.3240777481
629	0.3240372848
630	0.323889567
631	0.3238302236
632	0.3238297451
633	0.3236616275
634	0.3236572772
635	0.3235509552
636	0.3234513063
637	0.3233015855
638	0.3232388035
639	0.323167621
640	0.3230160303
641	0.3229573511
642	0.3229479222
643	0.3227916363
644	0.322757124
645	0.3226197186
646	0.3225557525
647	0.3225108056
648	0.3224213729
649	0.3223878535
650	0.3223239294
651	0.3222017318
652	0.3221727273
653	0.3221093155
654	0.3219888895
655	0.3219213884
656	0.3217746928
657	0.3216477978
658	0.3216048824
659	0.3215742679
660	0.3214630607
661	0.3212881048
662	0.3211887828
663	0.3210969032
664	0.3209817793
665	0.3208843339
666	0.3207167584
667	0.3205515385
668	0.3204895395
669	0.3204385803
670	0.320398937
671	0.3203396913
672	0.3202910649
673	0.3202333546
674	0.3201488241
675	0.3200963703
676	0.3200521902
677	0.3199295552
678	0.3198703783
679	0.3198028261
680	0.3196566644
681	0.3196512292
682	0.3195263712
683	0.3194538109
684	0.319450004
685	0.319341778
686	0.319259436
687	0.3191894193
688	0.3191529041
689	0.3190931562
690	0.3189987327
691	0.3189351975
692	0.3187912769
693	0.3187197425
694	0.3187096729
695	0.3186365082
696	0.3185480608
697	0.3184937199
698	0.3183837836
699	0.3182947883
700	0.3181693123
701	0.3181121433
702	0.3180580148
703	0.317950604
704	0.3178066344
705	0.3177046983
706	0.3176326139
707	0.3176040848
708	0.3174909508
709	0.3174403068
710	0.3173915668
711	0.3172614097
712	0.3171081238
713	0.3170794636
714	0.317074008
715	0.3170451504
716	0.3169444085
717	0.3168552741
718	0.3168217808
719	0.3167158289
720	0.3166122061
721	0.3165354446
722	0.316352933
723	0.3163502958
724	0.3162065144
725	0.3161222728
726	0.3159771718
727	0.315906237
728	0.3158099954
729	0.3157546062
730	0.3156911806
731	0.3155141504
732	0.315424702
733	0.3153785292
734	0.3152218628
735	0.3151331969
736	0.3151092731
737	0.3150102631
738	0.3149466557
739	0.3148910883
740	0.3148019248
741	0.3147438606
742	0.3147115703
743	0.3146450262
744	0.3145734195
745	0.3145015092
746	0.3143404519
747	0.3142573386
748	0.3142135922
749	0.3141204906
750	0.3140227182
751	0.3139815155
752	0.3139325815
753	0.3138599915
754	0.3137950643
755	0.3136736207
756	0.3135080085
757	0.3133899507
758	0.3133688246
759	0.313278732
760	0.3132295408
761	0.3131247979
762	0.3130942911
763	0.3130547295
764	0.3129127118
765	0.3129104167
766	0.3128915445
767	0.3128157205
768	0.3127939626
769	0.3127037401
770	0.3126150381
771	0.3125930828
772	0.3125201161
773	0.312459813
774	0.3124103936
775	0.3123640261
776	0.3122279012
777	0.3122035973
778	0.3120869718
779	0.3120202405
780	0.3119879548
781	0.3119469018
782	0.3118310007
783	0.3117126019
784	0.3116521511
785	0.3116360497
786	0.3114728803
787	0.3113863992
788	0.3113482522
789	0.3112165937
790	0.311166444
791	0.3111175802
792	0.3110401629
793	0.3110016439
794	0.3109405933
795	0.3108273837
796	0.310767666
797	0.3106454814
798	0.3105668894
799	0.3105244197
800	0.3104580572
801	0.3104175615
802	0.3102486444
803	0.3101954585
804	0.310035504
805	0.3099676624
806	0.3099368168
807	0.3098218057
808	0.3098109075
809	0.3097221276
810	0.3096660432
811	0.3096103245
812	0.3095190564
813	0.3093751151
814	0.3093728944
815	0.3092935465
816	0.3092659473
817	0.3092425853
818	0.309197898
819	0.3091612334
820	0.3090394078
821	0.3089374434
822	0.3088414165
823	0.3087518033
824	0.3086670182
825	0.3086319295
826	0.3085554627
827	0.3084279166
828	0.3083019818
829	0.3082293519
830	0.3081552905
831	0.3080352198
832	0.3079931881
833	0.3079462603
834	0.3078815793
835	0.3077956864
836	0.3077670559
837	0.3077042731
838	0.3076555424
839	0.3076537954
840	0.3075974441
841	0.3075592027
842	0.3075112536
843	0.3074913367
844	0.307396859
845	0.3073452068
846	0.3072627416
847	0.3071592673
848	0.3070587317
849	0.3070111456
850	0.3069886992
851	0.306835782
852	0.3066827927
853	0.3066276629
854	0.3066261557
855	0.3065326827
856	0.3064547661
857	0.3063876062
858	0.3063211768
859	0.3062061815
860	0.3061766092
861	0.3060796694
862	0.3059572381
863	0.3058627148
864	0.3058554452
865	0.3057309048
866	0.3056239375
867	0.305580421
868	0.3055475032
869	0.3055085766
870	0.3053656473
871	0.3053156269
872	0.3052072089
873	0.305158053
874	0.3051098781
875	0.3050498554
876	0.3049535618
877	0.3048985126
878	0.3048443712
879	0.3048093048
880	0.3047046435
881	0.3046767491
882	0.3046383643
883	0.3045797893
884	0.3045384841
885	0.3044435944
886	0.3043596956
887	0.3043131675
888	0.3042951623
889	0.3042648948
890	0.3041632466
891	0.304109811
892	0.3040026139
893	0.3039512285
894	0.3038677186
895	0.3038153869
896	0.3037935176
897	0.3037682605
898	0.3037183232
899	0.3036365884
900	0.3035847182
901	0.3035042739
902	0.3034482233
903	0.3033990448
904	0.3033634336
905	0.3033155097
906	0.3032214185
907	0.3031560877
908	0.3030425629
909	0.3030088953
910	0.3029130345
911	0.3028546045
912	0.3028205837
913	0.3027629017
914	0.3026476451
915	0.3025922112
916	0.3024936909
917	0.3024606947
918	0.3023655685
919	0.3023336226
920	0.3023017891
921	0.3022222462
922	0.3021461187
923	0.3020965218
924	0.3019946057
925	0.3019604425
926	0.3018772027
927	0.3017849929
928	0.301692725
929	0.3016111211
930	0.3015702563
931	0.3015190523
932	0.3014800027
933	0.3014517058
934	0.3013987633
935	0.3013200897
936	0.3012816354
937	0.3012439349
938	0.3011278982
939	0.3010678362
940	0.3009815239
941	0.3009059396
942	0.3007864852
943	0.300734013
944	0.300689222
945	0.300578514
946	0.3005497586
947	0.3004744535
948	0.3004451917
949	0.3004051902
950	0.3002732637
951	0.3001845231
952	0.3001034705
953	0.3000275056
954	0.2999246493
955	0.2998841311
956	0.2997918371
957	0.2997865484
958	0.2996730135
959	0.2996368838
960	0.29959145
961	0.2995152396
962	0.2994641975
963	0.2994286569
964	0.2993980466
965	0.2993294464
966	0.299237173
967	0.299220829
968	0.2991837913
969	0.2991471149
970	0.2990727266
971	0.2990274811
972	0.2989807535
973	0.2989465488
974	0.2989167915
975	0.2988296353
976	0.2987903779
977	0.2987544649
978	0.2987198394
979	0.2986846002
980	0.2986280426
981	0.2985846231
982	0.2985291892
983	0.2984977992
984	0.2984436323
985	0.298335563
986	0.2982732671
987	0.2982383369
988	0.2982147117
989	0.2981817728
990	0.2981415738
991	0.2980562974
992	0.2979924565
993	0.2979581869
994	0.2979265697
995	0.297846485
996	0.2977966233
997	0.2977728264
998	0.2976924781
999	0.2976603586
